Date,^SP500-255040,^SP500-30,^SP500-35,^SP500-60
2021-07-23,44.95003112602858,14.87057934556255,28.655552007625793,21.978582487190334
2021-07-26,44.46613016973486,15.084083974682683,27.853340478412704,21.978582487190334
2021-07-27,42.91133019807374,15.333429530583743,28.41362626518047,22.973769025790602
2021-07-28,41.94501176171883,14.33447783964439,28.906716723238723,22.20207864163961
2021-07-29,42.812638570166264,14.989012301865445,29.146130203279963,21.915318417675024
2021-07-30,42.84946474379376,15.124595255776097,29.243564968028647,22.30750159881405
2021-08-02,42.258034237552565,14.789537759529248,29.463649408756986,22.315930802543193
2021-08-03,44.70771202651485,15.356809837915876,31.29237135627101,22.859916864886998
2021-08-04,42.63734562406878,13.902788715168413,30.7430062203617,22.43400399981803
2021-08-05,43.87249692605744,14.551092867665073,30.250746347016655,23.44606181488993
2021-08-06,43.34809257323249,14.493431588963922,30.11466375777443,23.159314459938663
2021-08-09,42.43627615458505,14.856549258778617,30.605241953428596,22.644849914166908
2021-08-10,44.509591527966144,15.665376627929994,30.291916688046538,21.30809402384255
2021-08-11,46.525455912704714,16.023814431508974,29.02852556037294,21.911110250317112
2021-08-12,45.32197008520728,15.927192315203076,30.01974125542981,22.337010246372756
2021-08-13,43.90122242037868,16.868482727441258,30.801803414749095,23.167743663667828
2021-08-16,45.362482472503544,17.610298597343267,32.2768705946966,23.315338377514692
2021-08-17,40.008688675340245,17.66172956632004,33.757823646562215,23.488233571562354
2021-08-18,43.2869553709212,16.16251729624343,31.800586659414943,22.15147768123802
2021-08-19,44.6171210779136,17.15367872204647,32.44236203526478,23.281608693584733
2021-08-20,46.7957542730409,17.368743306578516,33.12025246493959,23.842453163386867
2021-08-23,46.44370288614348,16.952644224298385,33.094217223127664,23.34063885771549
2021-08-24,45.901613698473476,16.06901509076135,32.6355601412035,22.450875276289683
2021-08-25,46.54828346515594,15.955242976847694,32.29704047285495,22.23580832556957
2021-08-26,44.75779957858486,15.375510279012294,31.767824706839477,22.35388152284439
2021-08-27,44.83071468310611,15.774468875607916,31.551944460338355,23.416553167331223
2021-08-30,45.31165767769978,16.393162411048067,32.35331515070601,24.841860738358346
2021-08-31,44.81450433372858,16.592646465307492,32.186152286579215,25.61356399152266
